Set,CardId,Name,Rarity,Type,Tag,Verse,Value,AbilityText,VerseText,AbilityType
Adv,25,Manger,Common,Support,,Luke 2:7,,Play this card on the first active location. When a card with a cost is revealed in this location,refresh the faith pool of one of player’s Faithful equal to that card’s cost (not exceeding the Faithful’s max). Discard Manger when location is cleared.,
Adv,26,Frankincense,Common,Support,,Matthew 2:11,,Draw an additional Faithful card and add it to your hand. Then,end your turn.,
Adv,27,Scroll,Uncommon,Attachment,Prophet,Luke 2:37,,Attach this to any Prophet/Prophetess. +2 to each effect on their card. This attachment is discarded if any Trap card is revealed.,“Coming forward at that moment,
Adv,28,King’s Rage,Common,Trap,,Matthew 2:16,,Trap: This card goes into effect upon the next player’s turn. The next revealed Faithful is discarded instead of added to that player’s hand.,“When Herod saw that he had been outwitted by the Magi,
Adv,29,Kill Them All,Uncommon,Shadow,,Matthew 2:16,,The total Faith of each Faithful in play is reduced by 1 every round. Any Faithful that reaches 0 is discarded. Shadow effect ends when any location is cleared.,“When Herod saw that he had been outwitted by the Magi,
Adv,30,Judea,Common,Location,Mountain,Luke 2:4-5,12,,“So Joseph also went up from Nazareth in Galilee to Judea,
Adv,31,Nazareth,Common,Location,Leaf,Luke 2:39,8,,"When Jesus’ parents had done everything required by the Law of the Lord, they returned to Galilee, to their own town of Nazareth. – Luke 2:39",
Adv,32,Bethlehem,Uncommon,Location,Mountain,Micah 5:2,16,,"But you, Bethlehem Ephrathah, who are small among the clans of Judah, out of you will come forth for Me One to be ruler over Israel— One whose origins are of old, from the days of eternity. – Micah 5:2",
Adv,33,Egypt,Common,Location,Mountain,Matthew 2:13-14,12,,"When the Magi had gone, an angel of the Lord appeared to Joseph in a dream. “Get up!” he said. “Take the Child and His mother and flee to Egypt. Stay there until I tell you, for Herod is going to search for the Child to kill Him.” So he got up, took the Child and His mother by night, and withdrew to Egypt. – Matthew 2:13-14",
Adv,34,Field,Common,Location,Leaf,Luke 2:8,16,,"And there were shepherds residing in the fields nearby, keeping watch over their flocks by night. – Luke 2:8",
Adv,35,Sea of Galilee,Common,Location,Wave,Isaiah 9:1,9,,"Nevertheless, there will be no more gloom for those in distress. In the past He humbled the land of Zebulun and the land of Naphtali, but in the future He will honor the Way of the Sea, beyond the Jordan, Galilee of the nations: – Isaiah 9:1",
Adv,36,Bethlehem,Rare,Location,Mountain,Matthew 2:16,30,,"Then Herod, when he saw that he was mocked by the wise men, was exceedingly angry, and sent out and killed all the male children who were in Bethlehem and in all the surrounding countryside, from two years old and under, according to the exact time which he had learned from the wise men. – Matthew 2:16",
Est,1,Mary of Bethany,Common,Faithful,,John 12:3,3,"Bonus: When Mary of Bethany is put in play, refresh 3 (doveIcon) for every Faithful in play.","“Then Mary took about a pint of expensive perfume, made of pure nard, and she anointed Jesus’ feet and wiped them with her hair. And the house was filled with the fragrance of the perfume.” – John 12:3",
Est,2,Nathanael,Common,Faithful,,John 21:1-2,4,,"“Later, by the Sea of Tiberias, Jesus again revealed Himself to the disciples. He made Himself known in this way: Simon Peter, Thomas called Didymus, Nathanael from Cana in Galilee, the sons of Zebedee, and two other disciples were together.” – John 21:1-2",
Est,3,Nicodemus,Common,Faithful,,John 19:39-40,5,"When Nicodemus is put into play, search the encounter deck for a support card and put it into your hand. Then, shuffle the encounter deck.","“Nicodemus, who had previously come to Jesus at night, also brought a mixture of myrrh and aloes, about seventy-five pounds. So they took the body of Jesus and wrapped it in linen cloths with the spices, according to the Jewish burial custom.” – John 19:39-40",
Est,4,Mary Wife of Clopas,Uncommon,Faithful,,John 19:25,9,+3 (doveIcon) if Golgotha is active,"“Near the cross of Jesus stood His mother and her sister, as well as Mary the wife of Clopas and Mary Magdalene.” – John 19:25",
Est,5,Simon Peter,Uncommon,Faithful,,Mark 21:3-5,10,,“Simon Peter told them~” they said. So they went out and got into the boat~but caught nothing that night. Early in the morning~Jesus stood on the shore~but the disciples did not recognize that it was Jesus. So He called out to them~“Children~do you have any fish?” “No~” they answered.”,
Est,6,Mary Magdalene,Rare,Faithful,,John 20:1,17,,"“Early on the first day of the week, while it was still dark, Mary Magdalene went to the tomb and saw that the stone had been removed from the entrance.” – John 20:1",
Est,7,Servant Girl,Common,Neutral,,John 18:17,0,"Play this card on any location to prevent Faithless from placing there. If a Trap card is revealed in that location, remove Servant Girl from play.","“At this, the servant girl watching the door said to Peter, “Aren’t you also one of this man’s disciples?” “I am not,” he answered.” – John 18:17",
Est,8,Clopas,Uncommon,Neutral,,John 19:25,0,"Play this card on any location to prevent Faithless from placing there. If a Trap card is revealed in that location, remove Clopas from play.","“Near the cross of Jesus stood His mother and her sister, as well as Mary the wife of Clopas and Mary Magdalene.” – John 19:25",
Est,9,Annas,Common,Fallen,,John 18:13-14,9,+3 (snakeIcon) if Caiaphas is in play,"“They brought Him first to Annas, who was the father-in-law of Caiaphas, the high priest that year. Caiaphas was the one who had advised the Jews that it would be better if one man died for the people.” – John 18:13-14",
Est,10,Thomas,Common,Fallen,,John 20:24-25,6,"Doubt: When Thomas enters play, any Neutral cards in play or in player's hands are shuffled into the encounter deck.","“Now Thomas called Didymus, one of the Twelve, was not with the disciples when Jesus came. So the other disciples told him, “We have seen the Lord!” But he replied, “Unless I see the nail marks in His hands, and put my finger where the nails have been, and put my hand into His side, I will never believe.”” – John 20:24-25",
Est,11,Simon Peter,Common,Fallen,,John 18:25-27,8,,"“Simon Peter was still standing and warming himself. So they asked him, “Aren’t you also one of His disciples?” He denied it and said, “I am not.” One of the high priest’s servants, a relative of the man whose ear Peter had cut off, asked, “Didn’t I see you with Him in the garden?” Peter denied it once more, and immediately a rooster crowed.” – John 18:25-27",
Est,12,Caiphas,Uncommon,Fallen,,John 18:13-14,12,"Murderous Advice: When Caiphas enters play, +3 (snakeIcon) to every Faithless in play.","“They brought Him first to Annas, who was the father-in-law of Caiaphas, the high priest that year. Caiaphas was the one who had advised the Jews that it would be better if one man died for the people.” – John 18:13-14",
Est,13,Malchus,Rare,Fallen,,John 18:10-11,13,"When Malchus enters play, discard all support cards from play and from player's hands.","“Then Simon Peter drew his sword and struck the servant of the high priest, cutting off his right ear. The servant’s name was Malchus. “Put your sword back in its sheath!” Jesus said to Peter. “Shall I not drink the cup the Father has given Me?”” – John 18:10-11",
Est,14,Judas Iscariot,Rare,Fallen,,John 13:26-27a,33,"Traitor: When Judas Iscariot enters play, every player with more than four Faithful in play shuffles their Faithful into their deck and redraws three Faithful.","“Jesus answered, “It is the one to whom I give this morsel after I have dipped it.” Then He dipped the morsel and gave it to Judas son of Simon Iscariot. And when Judas had taken the morsel, Satan entered into him.” – John 13:26-27a",
Est,15,Whoever Believes,Common,Event,,John 12:44-46,17,"Draw an additional Faithful card and put it into play. Then, end your turn.","“Then Jesus cried out, “Whoever believes in Me does not believe in Me alone, but in the One who sent Me. And whoever sees Me sees the One who sent Me. I have come into the world as a light, so that no one who believes in Me should remain in darkness.”” – John 12:44-46",Cost
Est,16,Mocking Soldiers,Common,Event,,John 19:1-3,13,,"“Then Pilate took Jesus and had Him flogged. The soldiers twisted together a crown of thorns, set it on His head, and dressed Him in a purple robe. And they went up to Him again and again, saying, “Hail, King of the Jews!” and slapping Him in the face.” – John 19:1-3",Cost
Est,17,Washed Their Feet,Common,Support,,John 13:3-5,,,"You may use this card to refresh the faith pool (doveIcon) to match the amount of one of your Faithful in play. “Jesus knew that the Father had delivered all things into His hands, and that He had come from God and was returning to God. So He got up from the supper, laid aside His outer garments, and wrapped a towel around His waist. After that, He poured water into a basin and began to wash the disciples’ feet and dry them with the towel that was around Him.” – John 13:3-5",
Est,18,Hosanna!,Uncommon,Support,,John 12:12-14,,,"You may use this card to refresh the faith pool (doveIcon) to match the amount of one of your Faithful in play. “The next day the great crowd that had come to the feast heard that Jesus was coming to Jerusalem. They took palm branches and went out to meet Him, shouting: “Hosanna!” “Blessed is He who comes in the name of the Lord!” “Blessed is the King of Israel!” Finding a young donkey, Jesus sat on it, as it is written:” – John 12:12-14",
Est,19,Anointed His Feet,Common,Support,,John 12:3,,,"You may use this card to refresh the faith pool (doveIcon) to match the amount of one of your Faithful in play. “Then Mary took about a pint of expensive perfume, made of pure nard, and she anointed Jesus’ feet and wiped them with her hair. And the house was filled with the fragrance of the perfume.” – John 12:3",
Est,20,I Am The Vine,Uncommon,Event,,John 15:5-7,17,,"“I am the vine and you are the branches. The one who remains in Me, and I in him, will bear much fruit. For apart from Me you can do nothing. If anyone does not remain in Me, he is like a branch that is thrown away and withers. Such branches are gathered up, thrown into the fire, and burned. If you remain in Me and My words remain in you, ask whatever you wish, and it will be done for you.” – John 15:5-7",Cost
Est,21,Peace Be With You,Rare,Event,,John 20:19–20,,Instant: When this card is revealed in a location~ the total cost of all cards in that location is the total used to refresh WaveIcon between all Faithful in play of current player.,It was the first day of the week~ and that very evening~ while the disciples were together with the doors locked for fear of the Jews~ Jesus came and stood among them. “Peace be with you!” He said to them. After He had said this~ He showed them His hands and His side.,Instant
Est,22,It Is Finished,Uncommon,Event,,John 19:28–30,21,,After this~ knowing that everything had now been accomplished~ and to fulfill the Scripture~ Jesus said~ “I am thirsty.” A jar of sour wine was sitting there. So they soaked a sponge in the wine~ put it on a stalk of hyssop~ and lifted it to His mouth. When Jesus had received the sour wine~ He said~ “It is finished.” And bowing His head~ He yielded up His spirit.,Cost
Est,23,Led to Pilate,Uncommon,Event,,John 18:28,,Draw an additional location card and add it to the faith timeline.,Then they led Jesus away from Caiaphas into the Praetorium. By now it was early morning~ and the Jews did not enter the Praetorium~ to avoid being defiled and unable to eat the Passover.,Draw Location
Est,24,Palm Branches,Common,Support,,John 12:13,,Play this card on any LeafIcon location. On your turn~ when a card with a cost is revealed in this location~ refresh the faith pool of one of your Faithful equal to that card’s cost (not exceeding the Faithful’s max).,They took palm branches and went out to meet Him~ shouting: “Hosanna!” “Blessed is He who comes in the name of the Lord!” “Blessed is the King of Israel!”,
Est,25,Young Donkey,Common,Support,,Zechariah 9:9,,Play this card on any MountainIcon location. No Faithless cards may be placed and are discarded instead.,Rejoice greatly~ O Daughter of Zion! Shout in triumph~ O Daughter of Jerusalem! See~ your King comes to you~ righteous and victorious~ humble and riding on a donkey~ on a colt~ the foal of a donkey.,
Est,26,Blinded,Common,Trap,,Isaiah 6:10,,Trap: Upon reveal~ any Neutral in play gains the RefreshIcon equal to their active location rather than being discarded. (Does not count against Location limit.),Make the hearts of this people calloused; deafen their ears and close their eyes. Otherwise they might see with their eyes~ hear with their ears~ understand with their hearts~ and turn and be healed.,
Est,27,Rooster,Common,Trap,,John 18:26–27,,Trap: Upon reveal~ every player shuffles their Faithful into the Faithful deck. Redraw 2 Faithful and refresh their Faith tokens.,One of the high priest’s servants~ a relative of the man whose ear Peter had cut off~ asked~ “Didn’t I see you with Him in the garden?” Peter denied it once more~ and immediately a rooster crowed.,
Est,28,Doubt,Uncommon,ShadowEffect,,John 20:25b,,While this Shadow effect is in play~ whenever a Faithful engages with the Faith timeline~ they are turned upside down and inactive for the next round. Shadow effect ends when any location is cleared.,But he replied~ “Unless I see the nail marks in His hands~ and put my finger where the nails have been~ and put my hand into His side~ I will never believe.”,
Est,29,Glory of Man,Common,ShadowEffect,,John 12:42–43,,While this Shadow effect is in play~ no Faithful can be refreshed. Shadow effect ends when any card is cleared.,Nevertheless~ many of the leaders believed in Him. But because of the Pharisees they did not confess Him~ for fear that they would be put out of the synagogue. For they loved praise from men more than praise from God.,
Est,30,Courtyard,Common,Location,mountain,John 18:15,13,,Now Simon Peter and another disciple were following Jesus. Since that disciple was known to the high priest~ he also went with Jesus into the courtyard of the high priest.,
Est,31,Bethany,Common,Location,leaf,John 12:1-2,9,,Six days before the Passover~ Jesus came to Bethany~ the hometown of Lazarus~ whom He had raised from the dead. So they hosted a dinner for Jesus there. Martha served~ and Lazarus was among those reclining at the table with Him.,
Est,32,Garden,Common,Location,leaf,John 18:1-2,12,,After Jesus had spoken these words~ He went out with His disciples across the Kidron Valley~ where they entered a garden. Now Judas His betrayer also knew the place~ because Jesus had often met there with His disciples.,
Est,33,Sea of Tiberias,Uncommon,Location,wave,John 21:1,11,,Later~ by the Sea of Tiberias~ Jesus again revealed Himself to the disciples. He made Himself known in this way:,
Est,34,Brook Kidron,Uncommon,Location,wave,John 18:1,15,,When Jesus had spoken these words~ he went out with his disciples over the brook Kidron~ where there was a garden~ into which he and his disciples entered.,
Est,35,Gabatha,Rare,ShadowLocation,,John 19:13,28,,When Pilate heard these words~ he brought Jesus out and sat on the judgment seat at a place called the Stone Pavement~ which in Hebrew is Gabbatha.,
Est,36,Golgotha,Rare,ShadowLocation,,John 19:16-17,30,,Then Pilate handed Jesus over to be crucified~ and the soldiers took Him away. Carrying His own cross~ He went out to The Place of the Skull~ which in Hebrew is called Golgotha.,
Val,1,David,Common,Faithful,,1 Samuel 23:15,13,Bonus (Stealth): At the start of your turn~ you may add 1 Faith token for every active location with no encounter cards revealed.,David saw that Saul had come out to seek his life. David was in the wilderness of Ziph in the woods.,
Val,2,Jonathan,Uncommon,Faithful,,1 Samuel 23:16‑17,7,Bonus: +3 DoveIcon for every active Shadow location.,And Saul’s son Jonathan came to David in Horesh and strengthened his hand in God~ saying~ “Do not be afraid~ for my father Saul will never lay a hand on you. And you will be king over Israel~ and I will be your second‑in‑command. Even my father Saul knows this is true.”,
Val,3,Lazarus,Uncommon,Faithful,,John 11:43‑44,8,Bonus: When Lazarus is put in play~ refresh 2 DoveIcon for every Faithful in play.,After Jesus had said this~ He called out in a loud voice~ “Lazarus~ come out!” The man who had been dead came out with his hands and feet bound in strips of linen~ and his face wrapped in a cloth. “Unwrap him and let him go~” Jesus told them.,
Val,4,Daniel,Rare,Faithful,,Daniel 1:17,17,Bonus: While Daniel is in play~ the top card of the Encounter deck remains face‑up.,To these four young men God gave knowledge and understanding in every kind of literature and wisdom. And Daniel had insight into all kinds of visions and dreams.,
Val,5,Archangel,Uncommon,Neutral,,Daniel 10:13,0,Instant: Play this card on any location to remove all cards from that location. Add an additional location to the timeline~ then remove Archangel from play.,However~ the prince of the kingdom of Persia opposed me for twenty‑one days. Then Michael~ one of the chief princes~ came to help me~ for I had been left there with the kings of Persia.,
Val,6,Michael the Archangel,Rare,Neutral,,Jude 1:9,0,Play this card next to the Faith timeline. The next 3 revealed Faithless are placed under Michael the Archangel. Once 3 have been placed~ discard Michael the Archangel and the collected Faithless.,But even the archangel Michael~ when he disputed with the devil over the body of Moses~ did not presume to bring a slanderous charge against him~ but said~ “The Lord rebuke you!”,
Val,7,Satrap,Common,Fallen,,Daniel 6:4‑5,7,,Thus the administrators and satraps sought a charge against Daniel concerning the kingdom~ but they could find no charge or corruption~ because he was trustworthy~ and no negligence or corruption was found in him. Finally these men said~ “We will never find any charge against this Daniel~ unless we find something against him concerning the law of his God.”,
Val,8,Sadducee,Common,Fallen,,Mark 12:18,5,5 SnakeIcon if Judas Iscariot is in play,Then the Sadducees~ who say there is no resurrection~ came to Jesus and questioned Him.,
Val,9,Necromancer,Uncommon,Fallen,,2 Kings 21:6,6,Bonus: When Necromancer enters play~ the last discarded Faithless is returned to the first active location.,And he burned his son as an offering and used fortune‑telling and omens and dealt with mediums and with necromancers. He did much evil in the sight of the Lord~ provoking him to anger.,
Val,10,Judas Iscariot,Rare,Fallen,,Luke 22:3‑4,13,Bonus (Deceit): Judas Iscariot is immune to any Faith token or card effect while there is any other card with a cost on active or adjacent locations.,Then Satan entered Judas Iscariot~ who was one of the Twelve. And Judas went to discuss with the chief priests and temple officers how he might betray Jesus to them.,
Val,11,Fallen Angel,Common,Fallen,,Jude 1:6,0,When this card is revealed in a location~ it gains the SnakeIcon equal to that location.,And the angels who did not stay within their own domain but abandoned their proper dwelling—these He has kept in eternal chains under darkness~ bound for judgment on that great day.,
Val,12,The Serpent,Uncommon,Fallen,,Genesis 3:1,9,Bonus: Whenever a trap card is revealed on the Faith timeline~ it exchanges places so as to be revealed on The Serpent’s active location.,Now the serpent was more crafty than any beast of the field that the LORD God had made. And he said to the woman~ Did God really say~ You must not eat from any tree in the garden?,
Val,13,Doeg the Edomite,Rare,Fallen,,Mark 9:20‑22,21,,So the king ordered Doeg~ You turn and strike down the priests! And Doeg the Edomite turned and struck down the priests himself. On that day he killed eighty‑five men who wore the linen ephod. He also put to the sword Nob~ the city of the priests~ with its men and women~ children and infants~ oxen~ donkeys~ and sheep.,
Val,14,Og King of Bashan,Rare,Fallen,,Deuteronomy 3:11,18,,For only Og king of Bashan remained of the remnant of the Rephaim. Behold~ his bedstead was a bedstead of iron. Isn’t it in Rabbah of the children of Ammon? Nine cubits was its length~ and four cubits its width~ after the cubit of a man.,
Val,15,Way of Death,Common,Event,,Proverbs 16:25,,Draw an additional location card and add it to your faith timeline.,There is a way that seems right to a man~ but its end is the way of death.,Draw Location
Val,16,Deception,Common,Event,,Genesis 3:4‑5,20,,You will not surely die~ the serpent told her. For God knows that in the day you eat of it~ your eyes will be opened and you will be like God~ knowing good and evil.,Cost
Val,17,Driven Out,Common,Event,,Genesis 3:23‑24,12,,Therefore the LORD God banished him from the Garden of Eden to work the ground from which he had been taken. So He drove out the man and stationed cherubim on the east side of the Garden of Eden~ along with a whirling sword of flame to guard the way to the tree of life.,Cost
Val,18,Jesus Wept,Uncommon,Event,,John 11:33‑35,,Search the discard pile for a card and add it to your hand. (You may also use this to add a discarded Faithful to your hand.),When Jesus saw her weeping~ and the Jews who had come with her also weeping~ He was deeply moved in spirit and troubled. Where have you put him? He asked. Come and see~ Lord~ they answered. Jesus wept.,Search
Val,19,Storm at Sea,Common,Event,,Acts 27:30‑31,21,,Meanwhile~ the sailors attempted to escape from the ship. Pretending to lower anchors from the bow~ they let the lifeboat down into the sea. But Paul said to the centurion and the soldiers~ Unless these men remain with the ship~ you cannot be saved.,Cost
Val,20,Plague,Rare,ShadowEffect,,Numbers 11:33,,The total Faith of each Faithful in play is reduced by 1 every round. Any Faithful that reaches 0 is discarded. Shadow effect ends when any location is cleared.,But while the meat was still between their teeth~ before it was chewed~ the anger of the LORD burned against the people~ and the LORD struck them with a severe plague.,
Val,21,Waves of Death,Rare,ShadowEffect,,2 Samuel 22:5,,While this Shadow effect is in play~ all Faithful must pay 1 Faith token to engage the Faith timeline. Shadow effect ends when a WaveIcon location is cleared.,For the waves of death engulfed me; the torrents of chaos overwhelmed me.,
Val,22,Dead in Sin,Rare,ShadowEffect,,Ephesians 2:1–2,,While this Shadow effect is in play~ all Faithful cards are refreshed at half their total. Shadow effect ends when 2 locations are cleared.,And you were dead in your trespasses and sins~ in which you used to walk when you conformed to the ways of this world and of the ruler of the power of the air~ the spirit who is now at work in the sons of disobedience.,
Val,23,Haunt for Jackals,Rare,ShadowEffect,,Jeremiah 49:33,,While this Shadow effect is in play~ all Neutral and Support cards are removed from play and unable to be played. Shadow effect ends when 3 Events are cleared.,Hazor will become a haunt for jackals~ a desolation forever. No one will dwell there; no man will abide there.,
Val,24,Bull of Bashan,Rare,ShadowEffect,,Psalms 22:12–13,,While this Shadow effect is in play~ the limit for each active location before overflow is reduced by 1. Shadow effect ends when 5 Faithless are cleared.,Many bulls surround me; strong bulls of Bashan encircle me. They open their jaws against me like lions that roar and maul.,
Val,25,Thorns,Common,Trap,,Isaiah 7:25,,Trap: When revealed~ any Faithful with an even number faith amount are turned faced down and removed from play until the current location is cleared.,For fear of the briers and thorns~ you will no longer traverse the hills once tilled by the hoe; they will become places for oxen to graze and sheep to trample.,
Val,26,Tempest,Common,Trap,,Jonah 1:12,,Trap: For every Faithless in play with no Faith tokens~ add a Shadow token to each active location.,Pick me up~ he answered~ and cast me into the sea~ so it may quiet down for you. For I know that I am to blame for this violent storm that has come upon you.,
Val,27,Snared Path,Common,Trap,,Psalm 140:5,,Trap: When revealed~ any Faithful with an odd number faith amount are turned faced down and removed from play until the current location is cleared.,The proud hide a snare for me; the cords of their net are spread along the path~ and lures are set out for me.,
Val,28,Wilderness of Ziph,Rare,Location,mountain,1 Samuel 23:14,13,,And David stayed in the wilderness strongholds and in the hill country of the Wilderness of Ziph. Day after day Saul searched for him~ but God would not deliver David into his hand.,
Val,29,Tomb,Common,Location,mountain,John 11:38–39,9,,Jesus~ once again deeply moved~ came to the tomb. It was a cave with a stone laid across the entrance. Take away the stone~ Jesus said. Lord~ by now he stinks~ said Martha~ the sister of the dead man. It has already been four days.,
Val,30,Forest Stronghold,Common,Location,leaf,1 Samuel 23:14,7,,David stayed in the wilderness in the strongholds~ and remained in the hill country in the wilderness of Ziph. Saul sought him every day~ but God didn’t deliver him into his hand.,
Val,31,Den of Lions,Uncommon,Location,mountain,Daniel 6:16,14,,So the king gave the order~ and they brought Daniel and threw him into the den of lions~ The king said to Daniel~ “May your God~ whom you serve continually~ deliver you!”,
Val,32,Adriatic Sea,Common,ShadowLocation,,Acts 27:18-20,17,,We were tossed so violently that the next day the men began to jettison the cargo. On the third day~ they threw the ship’s tackle overboard with their own hands. When neither sun nor stars appeared for many days and the great storm continued to batter us~ we abandoned all hope of being saved.,
Val,33,Cauda,Uncommon,Location,wave,Acts 27:14-16,19,,But it was not long before a cyclone called the Northeaster swept down across the island. Unable to head into the wind~ the ship was caught up. So we gave way and let ourselves be driven along. Passing to the lee of a small island called Cauda~ we barely managed to secure the lifeboat.,
Val,34,Bashan,Rare,ShadowLocation,,Nahum 1:4-5,21,,He rebukes the sea and dries it up; He makes all the rivers run dry. Bashan and Carmel wither~ and the flower of Lebanon wilts. The mountains quake before Him~ and the hills melt away; the earth trembles at His presence — the world and all its dwellers.,
Val,35,Hedge,Common,Support,,Psalm 139:5,,Attach this card to a single Faithful in play (of any player). That Faithful is immune to the effects of any revealed Trap cards.,You hem me in behind and before; You have laid Your hand upon me.,
Val,36,Spring,Common,Support,,Isaiah 58:11,,Place this card near your Faithful. At the start of your turn~ add a Faith token to this card. You may refresh any Faithful in play at the end of your turn. (No more than 3 tokens may be pooled on this card at one time.),The LORD will always guide you; He will satisfy you in a sun‑scorched land and strengthen your frame. You will be like a well‑watered garden~ like a spring whose waters never fail.,
Bap,1,Zechariah,Common,Faithful,,Luke 1:5,5,Bonus: If Zechariah is in play when Angel of the Lord or Gabriel are played~ return them to their player’s hand instead of discarding.,In the time of Herod king of Judea there was a priest named Zechariah~ who belonged to the priestly division of Abijah~ and whose wife Elizabeth was a daughter of Aaron.,
Bap,2,Elizabeth,Uncommon,Faithful,,Luke 1:7,12,-6 DoveIcon if Zechariah is in play,But they had no children~ because Elizabeth was barren~ and they were both well along in years.,
Bap,3,Mary,Common,Faithful,,Luke 1:39‑40,7,3 DoveIcon if Elizabeth is in play,In those days Mary got ready and hurried to a town in the hill country of Judah~ where she entered the home of Zechariah and greeted Elizabeth.,
Bap,4,Tax Collector,Common,Faithful,,Luke 3:12‑13,5,,Even tax collectors came to be baptized. “Teacher~” they asked~ “what should we do?” “Collect no more than you are authorized~” he answered.,
Bap,5,Andrew,Common,Faithful,,John 1:40‑41,7,,Andrew~ Simon Peter’s brother~ was one of the two who heard John’s testimony and followed Jesus. He first found his brother Simon and told him~ “We have found the Messiah” (which is translated as Christ).,
Bap,6,John the Baptist,Rare,Faithful,,"Mark 1:4,6",15,Bonus: When John the Baptist is in play and you clear a WaveIcon location~ draw a Faithful card and put it into play.,John the Baptist appeared in the wilderness~ preaching a baptism of repentance for the forgiveness of sins...John was clothed in camel’s hair~ with a leather belt around his waist. His food was locusts and wild honey.,
Bap,7,Gabriel,Rare,Neutral,,Luke 1:19‑20,0,Play this card on any location to remove all cards from that location. Add an additional location to the timeline~ then remove Gabriel from play.,“I am Gabriel~” replied the angel. “I stand in the presence of God~ and I have been sent to speak to you and to bring you this good news. And now you will be silent and unable to speak until the day this comes to pass~ because you did not believe my words~ which will be fulfilled at their proper time.”,
Bap,8,Angel of the Lord,Common,Neutral,,Luke 1:11‑12,0,Instant: You may play this card to prevent an additional Location from being placed on the timeline. Then~ discard Angel of the Lord.,“Just then an angel of the Lord appeared to Zechariah~ standing at the right side of the altar of incense. When Zechariah saw him~ he was startled and gripped with fear.”,
Bap,9,Levite,Common,Fallen,,John 1:19,4,,And this was John’s testimony when the Jews of Jerusalem sent priests and Levites to ask him~ “Who are you?”,
Bap,10,Sadducee,Common,Fallen,,Matthew 3:7‑8,3,,But when he saw many of the Pharisees and Sadducees coming for baptism~ he said to them~ “You brood of vipers~ who warned you to flee from the wrath to come? “Therefore bear fruit in keeping with repentance;”,
Bap,11,Executioner,Common,Fallen,,Mark 6:27–28,5,Bonus: When Executioner enters play~ remove any Neutral from Executioner’s active location.,So without delay~ the king commanded that John’s head be brought in. He sent an executioner~ who went and beheaded him in the prison. The man brought John’s head on a platter and presented it to the girl~ who gave it to her mother.,
Bap,12,Herodias’ Daughter,Uncommon,Fallen,,Mark 6:22,6,Bonus: Each round that Herodias and Herod the Tetrarch are in play~ add a location to the faith timeline.,When the daughter of Herodias herself came in and danced~ she pleased Herod and those sitting with him. The king said to the young lady~ Ask me whatever you want~ and I will give it to you.,
Bap,13,Herod the Tetrarch,Rare,Fallen,,Mark 6:26–27,15,2 SnakeIcon if Herodias’ Daughter is in play,The king was consumed with sorrow~ but because of his oaths and his guests~ he did not want to refuse her. So without delay~ the king commanded that John’s head be brought in. He sent an executioner~ who went and beheaded him in the prison.,
Bap,14,Herodias,Rare,Fallen,,Mark 6:19–20,13,5 SnakeIcon if John the Baptist is in play,So Herodias held a grudge against John and wanted to kill him. But she had been unable~ because Herod feared John and protected him~ knowing that he was a righteous and holy man. When he heard John’s words~ he was greatly perplexed~ yet he listened to him gladly.,
Bap,15,Righteous Before God,Common,Event,,Luke 1:6,,You may use this card to refresh the faith pool~ to match the amount of one of your Faithful in play.,Both of them were righteous in the sight of God~ walking blamelessly in all the commandments and decrees of the Lord.,Refresh
Bap,16,"Behold, the Lamb",Common,Event,,John 1:35–36,,You may use this card to refresh the faith pool~ to match the amount of one of your Faithful in play.,Again the next day~ John was standing with two of his disciples~ and he looked at Jesus as he walked~ and said~ “Behold~ the Lamb of God!”,Refresh
Bap,17,Sent From God,Common,Event,,John 1:6–7,,You may use this card to refresh the faith pool~ to match the amount of one of your Faithful in play.,There came a man who was sent from God. His name was John. He came as a witness to testify about the Light~ so that through him everyone might believe.,Refresh
Bap,18,Word Became Flesh,Common,Event,,John 1:14,,Instant: Play this card in response to a trap card to cancel the effects of the trap. Discard both cards. Then~ end player’s turn.,The Word became flesh and made His dwelling among us. We have seen His glory~ the glory of the one and only Son from the Father~ full of grace and truth.,Instant
Bap,19,Prepare the Way,Uncommon,Event,,Isaiah 40:3,13,,A voice of one calling~ “Prepare the way for the LORD in the wilderness~ make a straight highway for our God in the desert.”,Cost
Bap,20,The Coming Wrath,Uncommon,Event,,Luke 3:7,9,,Then John said to the crowds coming out to be baptized by him~ “You brood of vipers~ who warned you to flee from the coming wrath?”,Cost
Bap,1,Zechariah,Common,Faithful,,Luke 1:5,5,Bonus: If Zechariah is in play when Angel of the Lord or Gabriel are played~ return them to their player’s hand instead of discarding.,In the time of Herod king of Judea there was a priest named Zechariah~ who belonged to the priestly division of Abijah~ and whose wife Elizabeth was a daughter of Aaron.,
Bap,2,Elizabeth,Uncommon,Faithful,,Luke 1:7,12,-6 DoveIcon if Zechariah is in play,But they had no children~ because Elizabeth was barren~ and they were both well along in years.,
Bap,3,Mary,Common,Faithful,,Luke 1:39‑40,7,3 DoveIcon if Elizabeth is in play,In those days Mary got ready and hurried to a town in the hill country of Judah~ where she entered the home of Zechariah and greeted Elizabeth.,
Bap,4,Tax Collector,Common,Faithful,,Luke 3:12‑13,5,,Even tax collectors came to be baptized. “Teacher~” they asked~ “what should we do?” “Collect no more than you are authorized~” he answered.,
